parent_company_name,child_company_name
CIT GROUP INC,TCC ATTALA OP LLC / USA
AUTONATION INC,"BANKSTON NISSAN IN IRVING, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE CHASE-FUNB 1999-1 III LLC
ASSURANT INC,"ASSURANT SERVICE PROTECTION, INC"
TECO ENERGY INC,"TECO PIPELINE HOLDING COMPANY, LLC"
ASSURANT INC,"SSDC SERVICES, CORP"
PFIZER INC,"PFIZER MEDICAL SYSTEMS, INC"
AUTONATION INC,"VALENCIA B. IMPORTS, INC."
BALL CORP,VEXCEL CORPORATION
BB&T CORP,"GREENVILLE CAR MART, INC"
AUTONATION INC,"AUTONATION DENVER MANAGEMENT, LLC"
WELLS FARGO & CO,"TCIG GUARANTEED TAX CREDIT FUND VI, LLC"
DANAHER CORP,ORBISPHERE LLC
VULCAN MATERIALS CO,"NOLICHUCKEY SAND CO., INC."
TERADATA CORP,TERADATA INTERNATIONAL SERVICES LLC
CITIGROUP INC,SB AAA MASTER FUND LLC
AES CORP,"AES FOX HILL WIND, LLC"
AUTONATION INC,"STAR MOTORS, LLC"
NOBLE ENERGY INC,TEMIN 1987 PARTNERSHIP (PARTNERSHIP INTEREST ONLY)
LEGG MASON INC,"LEGG MASON FOCUS CAPITAL, INC"
CELGENE CORP,CELGRO CORPORATION
AUTONATION INC,"PORT CITY IMPORTS-HO, INC"
WELLS FARGO & CO,"MCMILLIN HOME MORTGAGE, LLC"
AUTONATION INC,"THE PIERCE CORPORATION II, INC"
COMCAST CORP,"COMCAST MO INVESTMENTS HOLDINGS, INC"
WELLS FARGO & CO,"TCIG HISTORIC TAX CREDIT FUND I, LLC"
AUTONATION INC,"MULLINAX EAST, LLC"
CITIGROUP INC,INVESTMENT CFPI LOAN FUNDING LLC
AES CORP,"MID-AMERICA CAPITAL RESOURCES, INC. (CURRENT)"
FLUOR CORP,"III FLUOR FEDERAL, INC"
GENERAL ELECTRIC CO,GE PACKAGED POWER LP
DOVER CORP,"DOVER DIVERSIFIED, INC"
COMCAST CORP,"COMCAST FUNDING I, INC"
COMCAST CORP,"MILLENIUM DIGITAL MEDIA PROGRAMMING VENTURES, L.L.C."
FLUOR CORP,II FLUOR PROCUREMENT LLC
PFIZER INC,CHC LLC
FISERV INC,"GENERAL AMERICAN CORPORATION OF MARYLAND, INC"
WELLS FARGO & CO,"WACHOVIA GUARANTEED MIDDLE TIER III-ANC, LLC"
SYSCO CORP,"SYSCO JAMESTOWN, LLC"
DIRECTV,"GAME SHOW NETWORK, LLC"
COMCAST CORP,"TELEVENTS OF POWDER RIVER, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE MLMI 2005-CKI1 LLC
DELL INC,DELL SERVICES LP L.L.C.
CATERPILLAR INC,PROGRESS RAIL HOLDINGS INC
COMCAST CORP,"TCI CABLEVISION OF NEBRASKA, INC"
CIT GROUP INC,C.I.T. LEASING CORPORATION
DANAHER CORP,OECO LLC
COMCAST CORP,"TCI OF NEW JERSEY, INC"
EXPEDIA INC,"INTERACTIVE AFFILIATE NETWORK, LLC"
WELLS FARGO & CO,"SOUTHWEST PARTNERS, INC"
CITIGROUP INC,CITIGROUP BUSA HOLDINGS INC
DOW CHEMICAL CO,WENBEN INC
HALLIBURTON CO,"WELLSTREAM, INC"
DIRECTV,"V CUSTOMER SERVICES, INC"
WELLS FARGO & CO,"MORRISON FINANCIAL SERVICES, LLC"
SAFEWAY INC,"SAFEWAY LIQUOR STORES, INC"
XCEL ENERGY INC,XCEL ENERGY VENTURES INC
TERADYNE INC,TERADYNE NETHERLANDS LTD
CERNER CORP,"CERNER GALT, INC"
DEERE & CO,JOHN DEERE INSURANCE COMPANY
COMCAST CORP,"COMCAST PHONE OF VIRGINIA, INC"
FLUOR CORP,"II FLUOR DANIEL PULP & PAPER, INC"
DANAHER CORP,"GENETIX USA, INC"
KINDER MORGAN INC,"KINDER MORGAN MISSOURI, LLC"
WELLS FARGO & CO,"WACHOVIA CAPITAL PARTNERS II ASW FUND, LLC"
CITIGROUP INC,DAYTON CBNA LOAN FUNDING LLC
CELGENE CORP,"GLOUCESTER PHARMACEUTICALS, INC"
DEAN FOODS CO,"DEAN NORTHEAST, LLC"
WELLS FARGO & CO,"TRIBLLE LAKES CUMMING, LLC"
PRAXAIR INC,"PRAXAIR DEER PARK COGEN, INC"
CIT GROUP INC,THERMO CAPITAL COMPANY LLC / USA
NOBLE ENERGY INC,"NOBLE ENERGY, LP"
CIT GROUP INC,CIT MIDDLE MARKET LOAN TRUST
CONOCOPHILLIPS,"PHILLIPS PETROLEUM RESOURCES, LTD"
WELLS FARGO & CO,"WDC MEMBER KW PORTFOLIO, LLC"
AUTONATION INC,"VANDERBEEK MOTORS HOLDING, LLC"
WALT DISNEY CO,"EURO DISNEY INVESTMENTS, INC"
DANAHER CORP,"AVESTA TECHNOLOGIES, LLC"
LENNAR CORP,SIENA AT OLD ORCHARD L.L.C.
GENERAL MILLS INC,"GENERAL MILLS FINANCE, INC"
KINDER MORGAN INC,TEXAN TUG LLC
FIFTH THIRD BANCORP,FIFTH THIRD MORTGAGE COMPANY
PRAXAIR INC,BFPC INVESTMENT CORPORATION
LENNAR CORP,"COLUMBIA STATION, LLC"
YAHOO INC,"IMPULSE!BUY NETWORK, INC"
DOVER CORP,"POLE/ZERO ACQUISITION, INC"
COMCAST CORP,"COMCAST BRAZIL, INC"
AUTONATION INC,"BATFISH AUTO, LLC"
CONOCOPHILLIPS,GOLDEN VALLEY PIPELINE COMPANY
CERNER CORP,"CERNER DHT, INC"
DUKE ENERGY CORP,"MASTERS CREEK LOUISIANA PIPELINE, LLC"
PROGRESSIVE CORP,COMMERCIAL RESOURCE SERVICES COMPANY
HUMANA INC,A. CHOICECARE/HUMANA
DUKE ENERGY CORP,DEER ACQUISITION CORP
CIT GROUP INC,ISUZU LT [TRUST]
WELLS FARGO & CO,CORESTATES CAPITAL II
COMCAST CORP,"COMCAST SPOTLIGHT, INC"
WELLS FARGO & CO,"REDUS MA COMMERCIAL, LLC"
CITIGROUP INC,TARGETS TRUST VIII
CITIGROUP INC,"CPI 2005 NORTH AMERICA CARRIED INTEREST PROGRAM, L.P."
PERRIGO CO,"PERRIGO INTERNATIONAL HOLDINGS II, INC"
WELLS FARGO & CO,"RAGEN MACKENZIE INVESTMENT SERVICES, LLC"
PAYCHEX INC,"BUSINESS BENEFITS ADMINISTRATORS, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE BSCMS 2006-TOP24 III LLC
PRAXAIR INC,PRAXAIR LATIN AMERICA HOLDINGS LLC
WELLS FARGO & CO,CROCKER LIFE INSURANCE COMPANY
WELLS FARGO & CO,WACHOVIA DEFEASANCE MSCI 1998-CF1 LLC
TERADYNE INC,"TERADYNE SPAIN, INC"
CA INC,"CA RESEARCH, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE FUNB 2001-C4 III LLC
XEROX CORP,"XEROX OVERSEAS, INC"
STRYKER CORP,OTISMED CORPORATION
LENNAR CORP,"RUTENBERG HOMES, INC. (FLORIDA)"
WELLS FARGO & CO,WACHOVIA DEFEASANCE GREENWICH 2002-C1 LANDMARK IV LLC
RAYTHEON CO,BEECHCRAFT LEASE CORPORATION
CATERPILLAR INC,"CHEMETRON-RAILWAY PRODUCTS, INC"
CITIGROUP INC,SALOMON SMITH BARNEY ASIA PACIFIC LIMITED
FLUOR CORP,II OREGON BRIDGE DELIVERY PARTNERS JOINT VENTURE
AES CORP,"CAPROCK CANYON WINDS, LLC"
CITIGROUP INC,COLLISTER TRUST
FIFTH THIRD BANCORP,FIFTH THIRD CAPITAL TRUST V
DUKE ENERGY CORP,"GRAND HAVEN GOLF CLUB, LLC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE LB-UBS 2004-C8 LLC
ALTRIA GROUP INC,ALTRIA IMPORT EXPORT SERVICES LLC
LENNAR CORP,"5800 THIRD STREET PARTNERS, LLC"
FISERV INC,"RESULTS INTERNATIONAL SYSTEMS, INC"
COMCAST CORP,"QVC, INC"
GENERAL MILLS INC,"GENERAL MILLS RH, INC"
COMCAST CORP,"IVILLAGE, INC"
MASTERCARD INC,"MASTERCARD TRAVELERS CHEQUE, INC"
CONOCOPHILLIPS,TRINIDAD HOLDINGS LLC
CITIGROUP INC,"R-H VENTURE CAPITAL, LLC"
CIT GROUP INC,IMAGINARIUM LLC
ALLSTATE CORP,"ALLSTATE ENTERPRISES, INC"
WELLS FARGO & CO,"JERBOA FUNDING, LLC"
VENTAS INC,"CHIPPEWA NOMINEE, LLC"
AMERICAN TOWER CORP,"ATC LP, INC"
ALTRIA GROUP INC,CORMORANT ENERGY INVESTMENT CORP
METLIFE INC,"METROPOLITAN LLOYDS, INC"
AES CORP,"AES OCEAN POWER, LTD. (CURRENT)"
LENNAR CORP,"CRISMON & BASELINE, LLC"
AES CORP,"AES TELECOM AMERICAS, INC"
DANAHER CORP,DEXIS LLC
FISERV INC,"FISERV SAN JUAN, INC"
WEYERHAEUSER CO,"MARACAY RANCHO, LLC"
XEROX CORP,XEROX REALTY CORPORATION
LENNAR CORP,"HERITAGE AT MIAMI BLUFFS, LLC"
CITIGROUP INC,SALOMON BROTHERS TOSCA INC
CITIGROUP INC,"RYAN/TRAVELERS KIERLAND, LLC"
ALLSTATE CORP,"TECH-COR, INC"
PEPSICO INC,"PEPSI BOTTLING VENTURES, LLC"
COMCAST CORP,"COMCAST/TIME WARNER NEW HAMPSHIRE CABLE ADVERTISING, LLC"
EXXON MOBIL CORP,MOBIL FAIRFAX INC
COMCAST CORP,"TCID OF FLORIDA, LLC"
DEAN FOODS CO,DEAN SPECIALTY INTELLECTUAL PROPERTY
AES CORP,"BUFFALO GAP WIND FARM 3, L.L.C."
DOVER CORP,"REFRIGERATION SYSTEMS, INC"
LENNAR CORP,"RAINTREE VILLAGE, L.L.C."
MASTERCARD INC,"PRIMARY CAPITAL MANAGEMENT, INC"
CIT GROUP INC,BROAD RIVER OL-2 LLC
COMCAST CORP,"IOWA HOCKEY, LLC"
FISERV INC,"INTERACTIVE TECHNOLOGIES, INC"
EXXON MOBIL CORP,EXXONMOBIL OIL CORPORATION
MASTERCARD INC,"MASTERCARD CARDHOLDER SOLUTIONS, INC"
WELLS FARGO & CO,WACHOVIA DEFEASANCE GREENWICH 2002-C1 II LLC
PEPSICO INC,SEVEN-UP ASIA HQ
CINTAS CORP,"CINTAS DOCUMENT MANAGEMENT, LLC"
FISERV INC,"FISERV NEVADA, INC"
WELLS FARGO & CO,WESTERN SECURITIES CLEARING CORP
CITIGROUP INC,ANGLESEA LLC
DANAHER CORP,"METRON US, INC"
STARBUCKS CORP,"STARBUCKS GLOBAL CARD SERVICES, INC"
PEPSICO INC,"COPPER BEECH INTERNATIONAL, LLC"
LENNAR CORP,"CONCORD AT INTERLAKEN, LLC"
FIRST SOLAR INC,"FSE BLYTHE I, LLC"
CITIGROUP INC,"SALOMON BROTHERS MORTGAGE SECURITIES VII, INC"
CIT GROUP INC,"NORTH AMERICAN EXCHANGE, INC"
CITIGROUP INC,"PEREGRINE INVESTMENTS, LLC"
CITIGROUP INC,CITIGROUP PROPERTY INVESTORS US REAL ESTATE PUBLIC SECURITIES LLC
WELLS FARGO & CO,AMERICAN SECURITIES COMPANY OF MISSOURI
TARGET CORP,DEERFIELD ASSUMPTION LLC
PAYCHEX INC,PAYCHEX NORTH AMERICA INC
ALTRIA GROUP INC,ALTRIA SALES & DISTRIBUTION INC
PEPSICO INC,"TROPICANA HOLDING COMPANY, INC"
AMERICAN TOWER CORP,"WIRELESS RESOURCE GROUP, LLC"
MASCO CORP,"D-SCAN, INC"
NOBLE CORP,BAWDEN DRILLING INC
XEROX CORP,XEROX CAPITAL TRUST I
LENNAR CORP,"SPANISH SPRINGS DEVELOPMENT, LLC"
PEPSICO INC,"PEPSI INTERNATIONAL BOTTLING SYSTEM, INC"
CITIGROUP INC,THE PROSPECT COMPANY
LENNAR CORP,"LHI, L.L.C."
H&R BLOCK INC,"ACULINK OF ALABAMA, LLC"
FLUOR CORP,IV WILMORE/FLUOR MODESTO LLC
AES CORP,"AES COLUMBA, L.L.C. (CURRENT)"
VENTAS INC,"VENTAS TRS, LLC"
AUTONATION INC,"BOSC AUTOMOTIVE REALTY, INC"
SNAP ON INC,"MITCHELL REPAIR INFORMATION COMPANY, LLC"
AES CORP,"AES BELLA VISTA, L.L.C. (CURRENT)"
DUKE ENERGY CORP,"CENTANA OIL GATHERING, LLC"
LENNAR CORP,"FORTRESS PENNSYLVANIA, LLC"
COMCAST CORP,"COMCAST WCS ME28, INC"
CATERPILLAR INC,CATERPILLAR AMERICAS FUNDING INC
ASSURANT INC,"AMERICAN BANKERS FINANCIAL SERVICES, LLC"
CITIGROUP INC,"SFJV 2004-1, LLC"
WELLS FARGO & CO,"G/WDC 541 N FAIRBANKS, LLC"
DOVER CORP,UNIVERSAL INSTRUMENTS CORPORATION
SAFEWAY INC,"RANDALL'S BEVERAGE COMPANY, INC"
RAYTHEON CO,RAYTHEON SYSTEMS SUPPORT COMPANY
WELLS FARGO & CO,"NATIONAL CONDO LENDING, LLC"
NOBLE ENERGY INC,NOBLE ENERGY WYCO LLC
DOVER CORP,"RL CONSOLIDATED, INC"
COMCAST CORP,FOUR FLAGS CABLEVISION
FLUOR CORP,"II FLUOR DANIEL TECHNICAL SERVICES, INC"
DOW CHEMICAL CO,DOW CAPITAL INTERNATIONAL LLC
MASTERCARD INC,MASTERCARD HOLDING INCORPORATED
AUTONATION INC,"COOK-WHITEHEAD FORD, INC"
ALLSTATE CORP,ALLSTATE FINANCIAL CORPORATION
METLIFE INC,"AMERICAN HORIZON HOLDINGS, INC. (DE)"
WHIRLPOOL CORP,WHIRLPOOL FINANCIAL CORPORATION INTERNATIONAL
CIT GROUP INC,"THE CIT GROUP/CONSUMER FINANCE, INC. (TN) / USA-DE"
COMCAST CORP,"TCI OF MAINE, INC"
AES CORP,ECOTEK NEWCO CORPORATION
HORMEL FOODS CORP,"LOGISTIC SERVICE, LLC (FKA LOGISTIC SERVICES INCORPORATED)"
EXXON MOBIL CORP,MOBIL PETROLEUM COMPANY INC
TARGET CORP,"SUPERTARGET LIQUOR OF TEXAS, INC"
COMCAST CORP,"COMCAST OF CALIFORNIA/COLORADO/TEXAS/WASHINGTON, INC"
COMCAST CORP,"COMCAST PHONE MANAGEMENT, INC"
CITIGROUP INC,CITIGROUP HOLDCO FINANCE INC
MOLEX INC,MOLEX INDUSTRIAL VENTURES INC
STERICYCLE INC,T. J. EGAN AND COMPANY INC.
WELLS FARGO & CO,"WELLS FARGO FINANCIAL OREGON, INC"
CITIGROUP INC,SOL2 LOAN FUNDING LLC
PALL CORP,RUSSELL ASSOCIATES INC
WELLS FARGO & CO,"LANDMARK EQUITY PARTNERS XIV ASP FUND, LLC"
WELLS FARGO & CO,"AMERICAN E & S INSURANCE BROKERS NEW YORK, INC"
FLOWSERVE CORP,FLOWSERVE INTERNATIONAL MIDDLE EAST VALVES LLC
ONEOK INC,"ONEOK GAS STORAGE HOLDINGS, INC"
WALGREEN CO,"MEDICENTER, INC"
WELLS FARGO & CO,"WELLS FARGO FINANCIAL MASSACHUSETTS 1, INC"
FORD MOTOR CO,FORD VAC CORPORATION
CONOCOPHILLIPS,PIONEER INVESTMENTS CORP
CIT GROUP INC,"THE CIT GROUP/SECURITIES INVESTMENT, INC"
SAFEWAY INC,OAKLAND PROPERTY BROKERAGE INC
PITNEY BOWES INC,PREFCO DOVER INC
SEALED AIR CORP,"CRYOVAC FAR EAST HOLDINGS, LLC"
SYSCO CORP,"WESTERN COOPERATIVE, INC"
CORNING INC,"CORNING CABLE SYSTEMS BRAND, INC"
GENERAL ELECTRIC CO,"GEAE TECHNOLOGY, INC"
PITNEY BOWES INC,PB MILES INC
WELLS FARGO & CO,"WACHOVIA SBA LENDING, INC"
CITIGROUP INC,"PRIMERICA FINANCIAL SERVICES INSURANCE MARKETING OF NEVADA, INC"
FIFTH THIRD BANCORP,FIFTH THIRD COMMUNITY DEVELOPMENT CORPORATION
DANAHER CORP,"DANAHER POWER SOLUTIONS, LLC"
SYMANTEC CORP,SYMANTEC OPERATING CORPORATION
COMCAST CORP,"COMCAST OF PENNSYLVANIA II, INC"
BMC SOFTWARE INC,SOFTWARE CAPITAL FINANCE LLC
WALGREEN CO,"S & G HEALTH CARE MANAGEMENT SERVICES, INC"
WALT DISNEY CO,"CIRCLE LOCATION SERVICES, INC"
WELLS FARGO & CO,"FIVE STAR LENDING, LLC"
FISERV INC,"FISERV INVESTOR SERVICES, INC."
VENTAS INC,"PSLT GP, LLC"
SYSCO CORP,"SYSCO FOOD SERVICES OF VENTURA, INC"
RYDER SYSTEM INC,RYDER MEXICAN INVESTMENTS I LP
PALL CORP,"PALL - PASS US, INC"
MASCO CORP,AMERICAN SHOWER & BATH CORPORATION
NOBLE CORP,NOBLE ASSET MEXICO LLC
VENTAS INC,SZR YORBA LINDA LLC
COMERICA INC,"VRB COUNTRY VILLAS, LLC"
COMCAST CORP,"WESTMARC DEVELOPMENT, INC"
ONEOK INC,"ONEOK TEXAS GAS STORAGE, L.L.C."
LENNAR CORP,"LENNAR GREER RANCH VENTURE, LLC"
LENNAR CORP,"USH-FLAG, LLC"
CONOCOPHILLIPS,CONOCO CENTRAL EUROPE INC
CAREFUSION CORP,"CAREFUSION 213, LLC"
CIGNA CORP,"TEL DRUG, INC"
MASCO CORP,STYLE FURNITURE MFG. CO.
HARRIS CORP,"VIDEOTEK, INC"
GENERAL ELECTRIC CO,"GE SECURITY, INC"
DOW CHEMICAL CO,FILMTEC CORPORATION
MCDONALDS CORP,MCDONALD'S RESTAURANTS OF NORTH CAROLINA
PEPSICO INC,"BORDER PROPERTIES, INC"
LENNAR CORP,"ENCLAVE LAND, L.L.C."
COMCAST CORP,"TCI LAKE, INC"
HASBRO INC,"WIZARDS OF THE COAST, INC"
DEAN FOODS CO,"LOUIS TRAUTH DAIRY, LLC"
PEPSICO INC,"PEPSI-COLA MANAGEMENT AND ADMINISTRATIVE SERVICES, INC"
AUTODESK INC,MOLDFLOW CORPORATION
CUMMINS INC,ATLAS CRANKSHAFT CORPORATION
AES CORP,"AES WIND GENERATION, LLC"
WELLS FARGO & CO,"ATLAS LOAN FUNDING (NAVIGATOR), LLC"
ALTRIA GROUP INC,KFI-USLLC XVI
NISOURCE INC,"COLUMBIA SERVICE PARTNERS, INC"
PEPSICO INC,L-P INVESTMENT LLC
NISOURCE INC,"NISOURCE CAPITAL MARKETS, INC"
PFIZER INC,"BIOCOR, INC"
AES CORP,"AES JENNISON, L.L.C. (CURRENT)"
HARRIS CORP,"VIEWBRIDGE, INC."
ONEOK INC,"ONEOK ENERGY MARKETING AND TRADING COMPANY, L.P."
AUTONATION INC,"ROSECRANS INVESTMENTS, LLC"
YUM BRANDS INC,"TGRI-RELO, INC"
WELLS FARGO & CO,"PELICAN ASSET MANAGEMENT, INC"
CITIGROUP INC,LOAN FUNDING V LLC
PALL CORP,PALL INDUSTRIAL MEMBRANES LLC
COMCAST CORP,"TCI CABLE ADNET, INC"
AUTOZONE INC,"AUTOZONE.COM, INC."
PERKINELMER INC,"PERKINELMER OPTOELECTRONICS NC, INC"
VULCAN MATERIALS CO,ATLANTIC GRANITE COMPANY
AES CORP,"THERMO FUELS COMPANY, INC"
WELLS FARGO & CO,"THE TRUMBULL GROUP, L.L.C."
MASCO CORP,"QUALITY REFACING SERVICES, INC"
CIT GROUP INC,TCC ATTALA OL LLC
LENNAR CORP,"HYDE-GREENBRIAR ASSOCIATES, LLC"
AUTONATION INC,"MAROONE DODGE POMPANO, INC"
ELI LILLY & CO,"DISTA, INC"
CIT GROUP INC,"THE CIT GROUP/BUSINESS CREDIT, INC. / U.S."
WELLS FARGO & CO,"MUTUAL SERVICE MORTGAGE, LLC"
LENNAR CORP,"COTO DE CAZA, LTD"
VERISIGN INC,ENIC CORPORATION
METLIFE INC,"NATHAN & LEWIS OF NEVADA, INC"
CONOCOPHILLIPS,ASAMERA MINERALS (U.S.) INC.
AES CORP,"KMR COLOMBIA I, L.P. (CURRENT)"
WELLS FARGO & CO,WACHOVIA DEFEASANCE FULB 1997-C2 II LLC
WELLS FARGO & CO,WACHOVIA DEFEASANCE GECCMC 2003-C2 CULVER CENTER EAST LLC
COMCAST CORP,"GOLFCOLORADO.COM, INC."
METLIFE INC,"METRIC ASSIGNOR, INC"
EXXON MOBIL CORP,MOBIL EXPLORATION NORWAY INC
CUMMINS INC,HPI COMPANY
CITIGROUP INC,440 SOUTH LASALLE LLC
WELLS FARGO & CO,OVERLAND GP LLC
PFIZER INC,RENRALL LLC
LENNAR CORP,"LOUISIANA PROPERTY VENTURES, LLC"
LENNAR CORP,RENAISSANCE JOINT VENTURE
WELLS FARGO & CO,"AUGUSTA LANDINGS RALEIGH, LLC"
COMCAST CORP,"TCI FCLP OREGON, LLC"
AUTONATION INC,"DESERT CHRYSLER-PLYMOUTH, INC"
PROCTER & GAMBLE CO,CHEMLOG LLC
WELLS FARGO & CO,"NORWEST VENTURE PARTNERS VII, LP"
RYDER SYSTEM INC,"RYDER TRUCKSTOPS, INC"
PRAXAIR INC,"HCS HOLDINGS, INC"
FLUOR CORP,"III FLUOR DANIEL EXPORT SERVICES, INC"
LENNAR CORP,"BPH I, LLC"
FLUOR CORP,"V DUKE/FLUOR DANIEL CARIBBEAN, S.E"
HALLIBURTON CO,"KELLOGG ENERGY SERVICES, INC"
MASCO CORP,SM OF SIOUX FALLS DISPOSITION INC
PAYCHEX INC,PRIME REAL ESTATE LLC
FEDEX CORP,"XI. URGENTFREIGHT, INC."
METLIFE INC,TRAL & CO
HALLIBURTON CO,"HBR NL HOLDINGS, LLC"
LENNAR CORP,"GENESEE COMMUNITIES VI, LLC"
AES CORP,"FOOTE CREEK V, LLC"
WELLS FARGO & CO,"WELLS FARGO FINANCIAL ALASKA, INC"
DELL INC,DELL AUCTION L.P.
WELLS FARGO & CO,REAL ESTATE FINANCIAL
LENNAR CORP,"ARBORETUM-PCC III, LLC"
WELLS FARGO & CO,"REDUS NC-ALL, LLC"
ALTRIA GROUP INC,KFI-USLLC II
EXXON MOBIL CORP,MOBIL EXPLORATION AND DEVELOPMENT ARGENTINA INC
FLOWSERVE CORP,PMV INC
CIGNA CORP,"CIGNA HEALTHCARE OF UTAH, INC"
WELLS FARGO & CO,WELLS FARGO COMMERCIAL MORTGAGE
SAFEWAY INC,"TAYLOR PROPERTIES, INC"
SEMCO ENERGY INC,SEMCO CONSTRUCTION PARENT COMPANY
PALL CORP,"PALL - PASS US, LLC"
FOSSIL INC,"FOSSIL PARTNERS, L.P."
COMCAST CORP,USWFS  TRUST UNITED NO.
AES CORP,"MIAMI VALLEY LIGHTING, LLC"
AMERICAN EXPRESS CO,AMERICAN EXPRESS LIMITED
STARBUCKS CORP,OLYMPIC CASUALTY INSURANCE COMPANY II
LENNAR CORP,SDLT LLC
AES CORP,"AES WESTOVER, L.L.C. (CURRENT)"
LENNAR CORP,USH FUNDING CORP
EBAY INC,"PAYPAL INSURANCE SERVICES, INC"
AMPHENOL CORP,"ADVANCED CIRCUIT TECHNOLOGY, INC"
DEAN FOODS CO,"REEVES STREET, LLC"
PRAXAIR INC,"WESTAIR GAS AND EQUIPMENT, L.P."
WELLS FARGO & CO,"EVERGREEN OFFSHORE SMID CAP HOLDING CO., LLC"
H&R BLOCK INC,"FRANCHISE PARTNER, INC"
AUTONATION INC,RI/RMC ACQUISITION CORP
PRAXAIR INC,"LIQUID CARBONIC OF OKLAHOMA, INC"
COMCAST CORP,"COMCAST OF NEW HAMPSHIRE, INC"
KELLOGG CO,K INDIA PRIVATE LIMITED
KLA TENCOR CORP,BLUE 29 CORPORATION
WELLS FARGO & CO,ACO BROKERAGE HOLDINGS CORPORATION
CITIGROUP INC,FARFALLA SECONDA LLC
WELLS FARGO & CO,"DYNAMI MORTGAGE, LLC"
LENNAR CORP,"EAGLE HOME MORTGAGE OF CALIFORNIA, INC"
FORD MOTOR CO,FORD INTERNATIONAL CAPITAL CORPORATION
COMCAST CORP,"COMCAST MO EXPRESS OF VIRGINIA, INC"
CITIGROUP INC,"PRIMERICA FINANCIAL SERVICES INSURANCE MARKETING OF WYOMING, INC"
LENNAR CORP,"NGMC FINANCE COMPANY IV, LLC"
EQUIFAX INC,"UI ADVANTAGE, INC"
BIG LOTS INC,SONORAN LLC
BB&T CORP,BB&T MORTGAGE REINSURANCE COMPANY
SAFEWAY INC,"BLACKHAWK PROPERTIES, INC"
COMCAST CORP,COMCAST OF INKSTER PARTNERSHIP
CITIGROUP INC,"RRR PROPERTY MANAGEMENT, INC"
AUTONATION INC,"BENGAL MOTOR COMPANY, LTD"
WELLS FARGO & CO,"TCIG TAX CREDIT FUND II, LLC"
DEAN FOODS CO,LIBERTY DAIRY COMPANY
LENNAR CORP,CONCORD AT CORNERSTONE LAKES L.L.C.
MOODYS CORP,"MOODY'S ISRAEL HOLDINGS, INC"
WELLS FARGO & CO,"CHARTER HOLDINGS, INC"
CIGNA CORP,"CIGNA HEALTHCARE OF VIRGINIA, INC"
ONEOK INC,"ONEOK WESTEX GAS PIPELINE, INC"
COMCAST CORP,"COMCAST OF NEW YORK, LLC"
FIFTH THIRD BANCORP,"COMMUNITY FINANCIAL SERVICES, INC"
COMERICA INC,"COMERICA PREFERRED CAPITAL, LLC"
WELLS FARGO & CO,"WLH 2008-1, LLC"
FASTENAL CO,FASTENAL COMPANY PURCHASING
DOVER CORP,"REGAN CORPORATION SERVICES, INC"
LENNAR CORP,"AVALON SIENNA, LLC"
WELLS FARGO & CO,FIRST UNION TITLE CORPORATION
CONOCOPHILLIPS,THE LARGO COMPANY
DUKE ENERGY CORP,"DUKE ENERGY NGL OPERATING, LLC"
FISERV INC,"TRADESTAR INVESTMENTS, INC"
AES CORP,"AES WESTERN POWER, L.L.C."
STARBUCKS CORP,"SCI UK I, INC"
WELLS FARGO & CO,IWIC INSURANCE COMPANY
BB&T CORP,"CSB FINANCIAL SERVICES, INC"
FISERV INC,"BMC PROCESSING, INC"
WELLS FARGO & CO,THE CERES INVESTMENT COMPANY
CITIGROUP INC,SALOMON SMITH BARNEY RIVERTON FUTURES FUND L.P.
DANAHER CORP,"SYBRON DENTAL SPECIALTIES, INC"
PEPSICO INC,PEPSI-COLA EQUIPMENT CORP
DANAHER CORP,OLDTIDE CORP
BIG LOTS INC,"FASHION BARN OF OKLAHOMA, INC"
H&R BLOCK INC,"PREMIER MORTGAGE SERVICES OF WASHINGTON, INC/"
COACH INC,"COACH LEATHERWARE INTERNATIONAL, INC"
KINDER MORGAN INC,"8- THERMO PROJECT MANAGEMENT, INC"
SEMPRA ENERGY,"TOPAZ POWER PARTNERS, LLC"
CITIGROUP INC,LFC2 CFPI LOAN FUNDING LLC
RYDER SYSTEM INC,RYDER AIRPORT OPERATIONS CORP
DOW CHEMICAL CO,MYCOGEN CORPORATION
PFIZER INC,PFIZER MANUFACTURING LLC
CUMMINS INC,CUMMINS INTERNATIONAL FINANCE CORPORATION
METLIFE INC,MLIC ASSET HOLDINGS LLC
CUMMINS INC,CUMMINS ENGINE VENTURE CORPORATION
VENTAS INC,"SZR SANDY SENIOR LIVING, LLC"
LENNAR CORP,"SUMMERWOOD, LLC"
LENNAR CORP,"WESTCHASE, INC"
WELLS FARGO & CO,"TCF GW/F, LLC"
FEDEX CORP,"FEDEX FREIGHT SYSTEM, INC"
WELLS FARGO & CO,CORESTATES CAPITAL III
AES CORP,"AES BLUE TECH HOLDINGS, LLC"
PEPSICO INC,TPI URBAN RENEWAL CORPORATION
BB&T CORP,"LENDMARK FINANCIAL SERVICES, INC"
BIG LOTS INC,"WEST COAST LIQUIDATORS, INC"
